Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
Purlife Dispensary - Clovis,4101 North Prince St,Clovis,NM,88101,34.399485,-103.19657,772458.05,1072968.61,1845426.66,2022-11-03-220052
Purlife Dispensary Farmington,"3024 E. Main Street, Suite A.",Farmington,NM,87042,36.774322,-108.133162,725821.14,423863.0,1149684.14,2022-11-03-220052
Purlife Retail,2011 Mountain Road NW,Albuquerque,NM,87104,35.09859,-106.66864,20497.99,32321.66,52819.65,2022-11-03-220052
Purlife Retail,301 N GRIMES ST,Hobbs,NM,88240,32.714508,-103.144847,137319.7,719926.85,857246.55,2022-11-03-220052
Purlife Retail, 301 N GRIMES ST,Hobbs,NM,88240,32.714508,-103.144847,367428.63,1356311.64,1723740.27,2022-11-03-220052
Purlife Retail,325 S MAIN ST,Roswell,NM,88203,33.39005,-104.52232,10.5,28.0,38.5,2022-11-03-220052
R. Greenleaf Organics Dispensary,4014 Central Avenue SE,Albuquerque,NM,87108,35.079398,-106.601646,1092489.36,983632.62,2076121.98,2022-11-03-220052
R. Greenleaf Organics Dispensary,4414 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,1853706.98,1463190.04,3316897.02,2022-11-03-220052
R. Greenleaf Organics Dispensary,10250 Cottonwood Park NW,Albuquerque,NM,87114,35.203646,-106.655196,1791156.76,1614129.09,3405285.85,2022-11-03-220052
R. Greenleaf Organics Dispensary,5201 Ouray NW,Albuquerque,NM,87120,35.112756,-106.699706,2324453.59,2098842.66,4423296.25,2022-11-03-220052
R. Greenleaf Organics Dispensary Grants,899 East Roosevelt,Grants,NM,87020,35.161192,-107.826608,966387.6,1014048.35,1980435.95,2022-11-03-220052
R. Greenleaf Organics Dispensary Las Cruces,2750 Mall Dr. SE,Las Cruces,NM,88011,32.307142,-106.74188,2042316.94,2230999.32,4273316.26,2022-11-03-220052
R. Greenleaf Organics Dispensary Las Vegas,615 E. Lincoln St,Las Vegas,NM,87701,35.593192,-105.211777,578431.68,503012.12,1081443.8,2022-11-03-220052
R. Greenleaf Organics Dispensary Roswell,4311 N. Main Street,Roswell,NM,88201,33.44699,-104.52273,1120830.5,542295.39,1663125.89,2022-11-03-220052
R. Greenleaf Organics Dispensary Santa Fe,403 W. Cordova Rd,Santa Fe,NM,87505,35.672445,-105.949191,554417.13,794729.28,1349146.41,2022-11-03-220052
R. Greenleaf Organics Inc - Clovis Retail,2009 Ross,Clovis,NM,88101,34.42672,-103.197861,34374.34,29266.76,63641.1,2022-11-03-220052
R. Greenleaf Organics Inc - Sudderth Retail,360 Sudderth,Ruidoso,NM,88345,33.328558,-105.663388,32816.17,67162.2,99978.37,2022-11-03-220052
"R. Greenleaf Organics, Inc.",9821 Montgomery Blvd,Albuquerque,NM,87111,35.130603,-106.500279,1594332.65,952028.39,2546361.04,2022-11-03-220052
Raw Greens Llc - San Mateo Retail,2639 San Mateo Blvd,Albuquerque,NM,87110,35.11067,-106.58671,260.0,478.0,738.0,2022-11-03-220052
Red Barn Growers,1405 S. Valley Drive,Las Cruces,NM,88005,32.298116,-106.789104,490563.27,757236.29,1247799.56,2022-11-03-220052
Red Barn Growers,1005 East 66 Avenue,Gallup,NM,87301,35.528357,-108.743949,455969.16,1372426.45,1828395.61,2022-11-03-220052
Red Barn Growers,"2529 San Mateo Blvd., NE",Albuquerque,NM,87110,35.10873,-106.58674,229341.93,443681.19,673023.12,2022-11-03-220052
Red Barn Growers Santa Fe Dispensary,1089 S. St. Francis Drive,Santa Fe,NM,87505,35.67483,-105.95295,351172.63,349784.86,700957.49,2022-11-03-220052
Red Gorilla Greens - 4Th St Retail,1100 4th St NW,Albuquerque,NM,87102,35.09524,-106.64943,1309.64,2822.98,4132.62,2022-11-03-220052
Reefer Madness Llc - Menaul Blvd Retail,7710 Menaul Blvd,Albuquerque,NM,87110,35.109048,-106.580868,19821.94,59839.22,79661.16,2022-11-03-220052
Releaf Cannabis Co/ Wyoming Blvd Ne,3116 Wyoming Blvd NE,Albuquerque,NM,87123,35.12065,-106.55069,582.9,917.1,1500.0,2022-11-03-220052
Ricardo O Wilson - Idaho Retail,1886 W Picacho Ave,Las Cruces,NM,88005,32.3118,-106.80448,463.0,2011.98,2474.98,2022-11-03-220052
Rio Grande Farmaceuticals Llc,"6919 Montgomery Blvd NE, Suite B",Albuquerque,NM,87109,35.131252,-106.607363,545.6,477509.2,478054.8,2022-11-03-220052
"Rmc Nm, Inc - Anthony Retail",138 Anthony Dr,Anthony,NM,88021,32.017095,-106.60369,192543.44,1780907.62,1973451.06,2022-11-03-220052
"Rmc Nm, Inc - Clayton Retail",106 S First St,Clayton,NM,88415,36.450784,-103.184797,6766.24,425724.85,432491.09,2022-11-03-220052
"Rmc Nm, Inc - Farmington Retail",2800 Main St,Farmington,NM,87402,36.767777,-108.149941,17572.38,158226.67,175799.05,2022-11-03-220052
"Rmc Nm, Inc - Gallup Retail",1121 US 491,Gallup,NM,87301,35.53981,-108.75963,18285.76,173824.54,192110.3,2022-11-03-220052
"Rmc Nm, Inc - Silver City Retail",412 Silver Heights Blvd,Silver City,NM,88061,32.78235,-108.2714,38111.54,68106.04,106217.58,2022-11-03-220052
"Rmc Nm, Inc - T Or C Retail",280 Date St,Truth or Consequences,NM,87901,33.156723,-107.250882,106790.12,151471.98,258262.1,2022-11-03-220052
"Rmc Nm, Inc - Tucumcari Blvd Retail",605 W Tucumcari Blvd,Tucumcari,NM,88401,35.159634,-103.770477,15861.3,388215.18,404076.48,2022-11-03-220052
Road Runner Organics Llc - San Mateo Blvd Retail,1931 San Mateo Blvd NE,Albuquerque,NM,87110,35.09787,-106.58671,5425.73,6186.84,11612.57,2022-11-03-220052
Road Runner Organics/ Retail Hwy 47,3524 Hwy 47,Peralta,NM,87042,34.829934,-106.689363,18527.45,27899.91,46427.36,2022-11-03-220052
Roadrunner Retail,2 Marietta Ct Ste B,Edgewood,NM,87015,35.065529,-106.200266,74725.58,224759.07,299484.65,2022-11-03-220052
Rollin Love Llc - 7Th St Retail,2140 7th St,Las Vegas,NM,87701,35.61496,-105.22443,34706.73,69323.1,104029.83,2022-11-03-220052
Root 66 Oragnix/ 4Th St Retail,1304 4th Street SW,Albuquerque,NM,87102,35.07274,-106.65367,0.0,85.0,85.0,2022-11-03-220052
"Round House Reserve, Llc - Solano Retail",200 S Solano Ste 3,Las Cruces,NM,88001,32.314035,-106.779808,10323.2,27664.33,37987.53,2022-11-03-220052
Royal Highness Llc - Camino Del Pueblo,413 S Camino Del Pueblo,Bernalillo,NM,87004,35.31171,-106.54768,16247.78,50015.83,66263.61,2022-11-03-220052
S  H Green Life - Pecan Dr Retail,2010 Pecan Dr,Alamogordo,NM,88310,32.91484,-105.94259,86392.79,85224.38,171617.17,2022-11-03-220052
Sacred Garden,"1300 Luisa Street, Suite 1",Santa Fe,NM,87505,35.671015,-105.950697,599385.13,330425.66,929810.79,2022-11-03-220052
Sacred Garden Albuquerque Dispensary,3600 Cutler Avenue NE,Albuquerque,NM,87110,35.1057,-106.60309,288924.45,255363.49,544287.94,2022-11-03-220052
Sacred Garden Dispensary Albuquerque San Mateo,"616 San Mateo Boulevard, Suite B",Albuquerque,NM,87108,35.084103,-106.650985,301073.71,153756.54,454830.25,2022-11-03-220052
Sacred Garden Dispensary Las Cruces,642 S. Alameda Blvd.,Las Cruces,NM,88005,32.307626,-106.78093,850892.89,310551.05,1161443.94,2022-11-03-220052
Sacred Garden Ruidoso,1803 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,194281.61,148456.98,342738.59,2022-11-03-220052
Sanchez Farms - Copper Ave Retail,220 Copper Ave NW Ste 250,Albuquerque,NM,87102,35.08509,-106.64999,0.0,7.0,7.0,2022-11-03-220052
Sandia Botanicals,2406 Comanche Rd. NE,Albuquerque,NM,87107,35.123895,-106.624696,1059687.66,514885.3,1574572.96,2022-11-03-220052
Sandia Botanicals - Las Cruces,2517 N. Main St.,Las Cruces,NM,88001,32.326493,-106.783295,784865.82,513804.36,1298670.18,2022-11-03-220052
Sangre De Cristo Retail Llc,216A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,132540.89,662213.09,794753.98,2022-11-03-220052
Sassy Grass Llc/ Retail West Picacho,3100 West Picacho,Las Cruces,NM,88007,32.31156,-106.81828,112.0,0.0,112.0,2022-11-03-220052
Sawmill Cannabis Company Llc,2437 Menaul Blvd NE,Albuquerque,NM,87107,35.109277,-106.595608,120.0,0.0,120.0,2022-11-03-220052
"Sawmill Cannabis Company Llc - Lomas Blvd, Abq",5921 Lomas Blvd NE Ste B,Albuquerque,NM,87110,35.08765,-106.57984,29128.5,62121.0,91249.5,2022-11-03-220052
"Sawmill Cannabis Company Llc - Main St, Los Lunas",3459 Main St,Los Lunas,NM,87031,34.80903,-106.69975,168194.6,298232.2,466426.8,2022-11-03-220052
"Sawmill Cannabis Company Llc - Paseo Del Norte Blvd, Abq",4300 Paseo Del Norte Blvd NE Ste B,Albuquerque,NM,87109,35.174357,-106.587309,40605.5,61694.5,102300.0,2022-11-03-220052
"Sawmill Cannabis Company Llc - Phoenix Nw, Abq",215 Phoenix NW,Albuquerque,NM,87107,35.11348,-106.64402,31114.0,69308.0,100422.0,2022-11-03-220052
Score 420 Llc - Central  Retail,2125 Central Ave NW,Albuquerque,NM,87104,35.09572,-106.67287,223971.18,459441.99,683413.17,2022-11-03-220052
Score 420 Llc - Central Ave Manufacturer,2107 Central Ave NW,Albuquerque,NM,87104,35.091998,-106.678521,1321.77,0.0,1321.77,2022-11-03-220052
Score 420 Llc - White Sands Blvd Retail,805 N White Sands Blvd Ste D,Alamogordo,NM,88310,32.898666,-105.960945,60339.41,109772.64,170112.05,2022-11-03-220052
Seven Clover,3800 Central Ave. SE,Albuquerque,NM,87108,35.07917,-106.60201,692316.51,904412.78,1596729.29,2022-11-03-220052
Seven Clover Albuquerque Dispensary,1016 Juan Tabo Blvd. NE Ste. J,Albuquerque,NM,87112,35.08961,-106.5144,885711.69,1039880.3,1925591.99,2022-11-03-220052
Seven Clover Dispensary,"7200 Montgomery Blvd NE, Ste. B7-B8",Albuquerque,NM,87109,35.130481,-106.564135,402144.86,587471.19,989616.05,2022-11-03-220052
Seven Clover Rio Rancho Dispensary,1670 Rio Rancho Drive. SE,Rio Rancho,NM,87124,35.242534,-106.666813,692427.93,825312.83,1517740.76,2022-11-03-220052
Seven Clover/ Retail S 1St Street,1502 S 1st Street,Tucumcari,NM,88401,35.17726,-103.72441,43428.8,84375.53,127804.33,2022-11-03-220052
Seven Nine Grow Llc - El Paseo Dr Retail,808 El Paseo Dr,Chaparral,NM,88081,32.02344,-106.36664,248.0,1592.0,1840.0,2022-11-03-220052
Seven Point Farms,3208 Vassar Dr. NE,Albuquerque,NM,87107,35.11666,-106.61478,501.25,0.0,501.25,2022-11-03-220052
Seven Point Farms,7606 Menaul Blvd NE,Albuquerque,NM,87110,35.108845,-106.531508,314382.94,590050.6,904433.57,2022-11-03-220052
Seven Point Farms Cedar Crest,12202 N. Hwy. 14,Cedar Crest,NM,87008,35.107546,-106.372802,282207.41,348274.06,630481.47,2022-11-03-220052
Seven Point Farms Socorro Dispensary,124 B Manzanares Avenue,Socorro,NM,87801,34.057277,-106.893017,383959.1,514462.0,898421.1,2022-11-03-220052
Sierra Madre Med Rec Llc - Questa Retail,2951 Hwy 522,Questa,NM,87556,36.703914,-105.595006,11204.23,32966.63,44170.85,2022-11-03-220052
Smokal Smoke Local - Becker Ave Retail,212 Becker Ave,Belen,NM,87002,34.660247,-106.773038,296307.8,478006.24,774314.04,2022-11-03-220052
Smoke N Mikes Llc - Sumner Ave Retail,138 W Sumner Ave,Fort Sumner,NM,88119,34.476068,-104.254827,25612.49,59801.21,85413.7,2022-11-03-220052
Smoking Crow Cannabis Company - State Hwy 434 Retail,195 State Hwy 518,Mora,NM,87732,35.974202,-105.330013,23466.59,62272.51,85739.1,2022-11-03-220052
Sol Cannabis Llc - Idaho Retail,523 E Idaho,Las Cruces,NM,88001,32.296889,-106.779585,294349.49,860770.97,1155120.46,2022-11-03-220052
Southwest Organic Producers,219 Central Ave NW,Albuquerque,NM,87102,35.085667,-106.657127,63937.64,133661.5,197599.14,2022-11-03-220052
Southwest Organic Producers,4604 Corrales Road,Corrales,NM,87048,35.22669,-106.61369,273813.95,307579.0,581392.95,2022-11-03-220052
Southwest Organic Producers,610 West Second St,Roswell,NM,88201,33.394328,-104.522952,1080184.2,481923.4,1562107.6,2022-11-03-220052
Southwest Organic Producers,2720 Central Ave,Albuquerque,NM,87106,35.068033,-106.496155,111307.9,178993.0,290300.9,2022-11-03-220052
Southwest Organic Producers - Clovis,816 N. Prince St,Clovis,NM,88101,34.40649,-103.1968,576641.2,466106.5,1042747.7,2022-11-03-220052
Southwest Organic Producers Production- Seasonal,379 Camino De Corrales Del Norte,Corrales,NM,87048,35.273472,-106.604082,403.0,0.0,403.0,2022-11-03-220052
Southwest Organic Products,2803 Suddreth Dr Ste B,Ruidoso,NM,88345,33.33158,-105.673099,279481.0,305408.0,584889.0,2022-11-03-220052
Southwest Organics Producers/ Retail N Dal Paso St,1706 N Dal Paso St,Hobbs,NM,88240,32.71902,-103.12722,8273.5,15205.0,23478.5,2022-11-03-220052
Southwest Wellness Center - Guadalupe Santa Fe,604 N. Guadalupe Street,Santa Fe,NM,87501,35.689476,-105.943626,144397.57,268869.58,413267.15,2022-11-03-220052
Southwest Wellness Center - Taos,1033-A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,584514.44,702674.79,1287189.23,2022-11-03-220052
Southwest Wellness Center- 98Th St. Dispensary,101 98th St. NW Suite 101,Albuquerque,NM,87121,35.084103,-106.650985,511311.63,620031.22,1131342.85,2022-11-03-220052
